# Contents:,Laser Egg 'E253' 30 days raw data
# Generated At:,Kaiterra 2019-12-07 13:38
# Time Span:,2019-11-07 00:00 to 2019-12-07 00:00
# Row Count:,577
# Time Zone:,UTC+0530
Time Point,PM10 (µg/m³),PM2.5 (µg/m³),humidity (%),temp (C),Overall Index (IN),Primary Pollutant
2019-12-06 13:41:00,317,295,53.24,23.29,435,PM2.5
2019-12-06 13:42:00,324,295,57.13,22.52,435,PM2.5
2019-12-06 13:43:00,329,300,56.93,22.28,438,PM2.5
2019-12-06 13:44:00,307,273,56.96,22.04,418,PM2.5
2019-12-06 13:45:00,292,263,57.18,21.79,410,PM2.5
2019-12-06 13:46:00,289,267,57.15,21.58,413,PM2.5
2019-12-06 13:47:00,278,256,58.62,21.41,405,PM2.5
2019-12-06 13:48:00,287,264,59.37,21.27,411,PM2.5
2019-12-06 13:49:00,308,276,59.27,21.15,420,PM2.5
2019-12-06 13:50:00,266,244,59.27,21.02,395,PM2.5
2019-12-06 13:51:00,279,255,60.45,20.92,404,PM2.5
2019-12-06 13:52:00,308,282,61.07,20.84,425,PM2.5
2019-12-06 13:53:00,321,289,61.02,20.77,430,PM2.5
2019-12-06 13:54:00,280,260,60.49,20.69,408,PM2.5
2019-12-06 13:55:00,283,250,60.03,20.62,400,PM2.5
2019-12-06 13:56:00,264,244,60.23,20.55,395,PM2.5
2019-12-06 13:57:00,261,235,60.38,20.5,388,PM2.5
2019-12-06 13:58:00,221,211,59.52,20.46,370,PM2.5
2019-12-06 13:59:00,230,208,60.4,20.41,368,PM2.5
2019-12-06 14:00:00,211,207,61.41,20.38,367,PM2.5
2019-12-06 14:01:00,233,215,61.48,20.36,373,PM2.5
2019-12-06 14:02:00,224,214,60.68,20.32,372,PM2.5
2019-12-06 14:03:00,233,222,61.16,20.31,378,PM2.5
2019-12-06 14:04:00,228,218,62.03,20.28,375,PM2.5
2019-12-06 14:05:00,234,225,62.24,20.28,381,PM2.5
2019-12-06 14:06:00,235,224,62.05,20.25,380,PM2.5
2019-12-06 14:07:00,239,220,62.41,20.24,377,PM2.5
2019-12-06 14:08:00,231,221,62.14,20.22,378,PM2.5
2019-12-06 14:09:00,219,208,62.23,20.18,368,PM2.5
2019-12-06 14:10:00,223,214,62.61,20.17,372,PM2.5
2019-12-06 14:11:00,252,234,62.8,20.16,388,PM2.5
2019-12-06 14:12:00,242,224,63.1,20.16,380,PM2.5
2019-12-06 14:13:00,244,236,63.08,20.15,389,PM2.5
2019-12-06 14:14:00,247,237,63.26,20.15,390,PM2.5
2019-12-06 14:15:00,262,241,63.35,20.14,393,PM2.5
2019-12-06 14:16:00,233,230,63.24,20.13,385,PM2.5
2019-12-06 14:17:00,237,226,63.29,20.12,382,PM2.5
2019-12-06 14:18:00,224,210,63.48,20.11,369,PM2.5
2019-12-06 14:19:00,224,214,63.5,20.12,372,PM2.5
2019-12-06 14:20:00,248,242,63.54,20.09,394,PM2.5
2019-12-06 14:21:00,251,242,63.66,20.1,394,PM2.5
2019-12-06 14:22:00,241,228,63.33,20.1,383,PM2.5
2019-12-06 14:23:00,225,212,62.75,20.1,371,PM2.5
2019-12-06 14:24:00,231,225,63.5,20.09,381,PM2.5
2019-12-06 14:25:00,225,212,63.53,20.09,371,PM2.5
2019-12-06 14:26:00,236,228,63.54,20.08,383,PM2.5
2019-12-06 14:27:00,193,161,63.6,20.07,332,PM2.5
2019-12-06 14:28:00,238,225,63.6,20.06,381,PM2.5
2019-12-06 14:29:00,234,221,63.54,20.05,378,PM2.5
2019-12-06 14:30:00,229,224,63.5,20.05,380,PM2.5
2019-12-06 14:31:00,241,227,63.47,20.03,382,PM2.5
2019-12-06 14:32:00,241,227,63.47,20.02,382,PM2.5
2019-12-06 14:33:00,226,223,63.39,20.01,379,PM2.5
2019-12-06 14:34:00,229,218,63.41,20,375,PM2.5
2019-12-06 14:35:00,221,216,63.44,19.99,374,PM2.5
2019-12-06 14:36:00,241,227,63.86,19.98,382,PM2.5
2019-12-06 14:37:00,242,224,63.71,19.97,380,PM2.5
2019-12-06 14:38:00,239,226,63.7,19.95,382,PM2.5
2019-12-06 14:39:00,228,212,63.59,19.94,371,PM2.5
2019-12-06 14:40:00,236,220,63.66,19.93,377,PM2.5
2019-12-06 14:41:00,227,220,63.65,19.92,377,PM2.5
2019-12-06 14:42:00,233,219,63.62,19.92,376,PM2.5
2019-12-06 14:43:00,221,214,63.65,19.91,372,PM2.5
2019-12-06 14:44:00,239,218,63.79,19.9,375,PM2.5
2019-12-06 14:45:00,217,207,63.87,19.9,367,PM2.5
2019-12-06 14:46:00,225,217,63.93,19.9,375,PM2.5
2019-12-06 14:47:00,228,217,63.94,19.91,375,PM2.5
2019-12-06 14:48:00,229,218,63.81,19.9,375,PM2.5
2019-12-06 14:49:00,235,221,63.65,19.9,378,PM2.5
2019-12-06 14:50:00,230,220,63.74,19.89,377,PM2.5
2019-12-06 14:51:00,224,214,63.67,19.89,372,PM2.5
2019-12-06 14:52:00,231,217,63.55,19.88,375,PM2.5
2019-12-06 14:53:00,233,220,63.42,19.87,377,PM2.5
2019-12-06 14:54:00,219,211,63.37,19.87,370,PM2.5
2019-12-06 14:55:00,239,228,63.34,19.87,383,PM2.5
2019-12-06 14:56:00,233,217,63.33,19.86,375,PM2.5
2019-12-06 14:57:00,183,171,63.44,19.86,339,PM2.5
2019-12-06 14:58:00,222,211,63.67,19.84,370,PM2.5
2019-12-06 14:59:00,206,201,63.56,19.83,362,PM2.5
2019-12-06 15:00:00,228,219,63.82,19.83,376,PM2.5
2019-12-06 15:01:00,223,213,63.85,19.82,372,PM2.5
2019-12-06 15:02:00,218,209,63.77,19.81,368,PM2.5
2019-12-06 15:03:00,227,217,63.66,19.8,375,PM2.5
2019-12-06 15:04:00,207,200,63.72,19.8,362,PM2.5
2019-12-06 15:05:00,214,206,63.74,19.8,366,PM2.5
2019-12-06 15:06:00,207,200,63.72,19.79,362,PM2.5
2019-12-06 15:07:00,217,206,63.6,19.8,366,PM2.5
2019-12-06 15:08:00,218,210,63.73,19.79,369,PM2.5
2019-12-06 15:09:00,217,201,63.7,19.8,362,PM2.5
2019-12-06 15:10:00,230,212,63.85,19.78,371,PM2.5
2019-12-06 15:11:00,212,207,63.87,19.79,367,PM2.5
