# Contents:,Laser Egg 'E161' 30 days raw data
# Generated At:,Kaiterra 2019-12-07 13:39
# Time Span:,2019-11-07 00:00 to 2019-12-07 00:00
# Row Count:,1207
# Time Zone:,UTC+0530
Time Point,PM10 (µg/m³),PM2.5 (µg/m³),humidity (%),temp (C),Overall Index (IN),Primary Pollutant
2019-12-03 15:30:00,191,168,41.73,23.25,337,PM2.5
2019-12-03 15:31:00,188,167,47.4,22.11,336,PM2.5
2019-12-03 15:32:00,167,147,46.6,22.17,321,PM2.5
2019-12-03 15:33:00,173,151,45.4,22.62,324,PM2.5
2019-12-03 15:34:00,161,146,44.59,23.05,320,PM2.5
2019-12-03 15:35:00,163,148,43.93,23.42,322,PM2.5
2019-12-03 15:36:00,162,143,43.69,23.68,318,PM2.5
2019-12-03 15:37:00,165,143,43.32,23.9,318,PM2.5
2019-12-03 15:38:00,158,139,43.17,24.08,315,PM2.5
2019-12-03 15:39:00,157,139,42.95,24.24,315,PM2.5
2019-12-03 15:40:00,152,134,42.65,24.39,311,PM2.5
2019-12-03 15:41:00,155,139,42.52,24.51,315,PM2.5
2019-12-03 15:42:00,159,137,42.27,24.64,313,PM2.5
2019-12-03 15:43:00,154,134,42.08,24.75,311,PM2.5
2019-12-03 15:44:00,153,137,41.95,24.86,313,PM2.5
2019-12-03 15:45:00,151,136,41.66,24.95,312,PM2.5
2019-12-03 15:46:00,147,129,41.43,25.04,307,PM2.5
2019-12-03 15:47:00,145,132,41.22,25.15,309,PM2.5
2019-12-03 15:48:00,145,133,41.09,25.28,310,PM2.5
2019-12-03 15:49:00,132,122,40.9,25.4,302,PM2.5
2019-12-03 15:50:00,143,130,40.8,25.5,308,PM2.5
2019-12-03 15:51:00,124,115,40.62,25.58,283,PM2.5
2019-12-03 15:52:00,131,122,40.63,25.66,302,PM2.5
2019-12-03 15:53:00,125,117,40.47,25.76,290,PM2.5
2019-12-03 15:54:00,128,117,40.37,25.84,290,PM2.5
2019-12-03 15:55:00,127,121,39.82,25.92,301,PM2.5
2019-12-03 15:56:00,122,120,39.78,26,300,PM2.5
2019-12-03 15:57:00,118,115,39.55,26.07,283,PM2.5
2019-12-03 15:58:00,133,121,39.49,26.12,301,PM2.5
2019-12-03 15:59:00,131,119,39.25,26.18,297,PM2.5
2019-12-03 16:00:00,124,119,39.02,26.22,297,PM2.5
2019-12-03 16:01:00,132,122,38.89,26.27,302,PM2.5
2019-12-03 16:02:00,122,112,38.39,26.31,273,PM2.5
2019-12-03 16:03:00,127,120,38.11,26.36,300,PM2.5
2019-12-03 16:04:00,128,117,37.79,26.38,290,PM2.5
2019-12-03 16:05:00,107,105,37.81,26.41,250,PM2.5
2019-12-03 16:06:00,132,121,37.49,26.45,301,PM2.5
2019-12-03 16:07:00,124,120,37.67,26.47,300,PM2.5
2019-12-03 16:08:00,128,120,37.76,26.5,300,PM2.5
2019-12-03 16:09:00,126,116,37.87,26.54,287,PM2.5
2019-12-03 16:10:00,134,121,37.98,26.56,301,PM2.5
2019-12-03 16:11:00,132,121,38.03,26.6,301,PM2.5
2019-12-03 16:12:00,126,117,37.95,26.64,290,PM2.5
2019-12-03 16:13:00,123,115,37.9,26.66,283,PM2.5
